"배송년월일","송하인_시명","송하인_시코드","수하인_시명","수하인_시코드","수하인_구명","수하인_구코드","대분류_착지물동량 가구/인테리어","대분류_착지물동량 기타","대분류_착지물동량 도서/음반","대분류_착지물동량 디지털/가전","대분류_착지물동량 생활/건강","대분류_착지물동량 스포츠/레저","대분류_착지물동량 식품","대분류_착지물동량 출산/육아","대분류_착지물동량 패션의류","대분류_착지물동량 패션잡화","대분류_착지물동량 화장품/미용"
20180901,전라남도,46,서울특별시,11,송파구,11710,0,15,0,4,10,0,8,0,29,4,6
20180901,경상북도,47,서울특별시,11,강동구,11740,3,17,0,5,8,0,7,0,22,6,0
20180901,경상북도,47,서울특별시,11,송파구,11710,0,27,0,13,19,0,30,0,50,15,0
20180901,전라남도,46,서울특별시,11,강남구,11680,0,17,0,4,13,0,4,0,16,4,0
20180901,강원도,42,서울특별시,11,강동구,11740,0,9,0,0,0,0,17,0,7,0,0
20180901,강원도,42,서울특별시,11,송파구,11710,0,10,0,7,3,0,25,0,13,4,4
20180901,강원도,42,서울특별시,11,강남구,11680,0,18,0,7,7,0,16,0,19,7,3
20180901,강원도,42,서울특별시,11,서초구,11650,0,12,0,4,0,0,7,0,3,10,0
20180901,강원도,42,서울특별시,11,관악구,11620,0,16,0,0,0,0,9,0,10,3,0
20180901,강원도,42,서울특별시,11,동작구,11590,0,6,0,0,0,0,19,0,7,0,0
20180901,강원도,42,서울특별시,11,영등포구,11560,0,12,0,8,0,0,17,0,7,3,0
20180901,강원도,42,서울특별시,11,금천구,11545,0,11,0,8,6,0,7,0,39,6,3
20180901,강원도,42,서울특별시,11,구로구,11530,0,9,0,0,3,0,12,0,6,3,0
20180901,강원도,42,서울특별시,11,강서구,11500,5,10,0,4,6,0,11,3,42,3,4
20180901,강원도,42,서울특별시,11,양천구,11470,0,13,0,4,0,0,28,0,16,7,5
20180901,강원도,42,서울특별시,11,마포구,11440,0,15,0,4,0,0,13,3,7,0,0
20180901,강원도,42,서울특별시,11,서대문구,11410,0,17,0,0,0,0,8,0,5,0,0
20180901,강원도,42,서울특별시,11,은평구,11380,0,5,0,0,0,0,6,0,30,3,0
20180901,강원도,42,서울특별시,11,노원구,11350,0,7,0,0,0,0,13,0,4,0,0
20180901,강원도,42,서울특별시,11,도봉구,11320,0,7,0,3,3,0,15,0,17,0,0
20180901,강원도,42,서울특별시,11,강북구,11305,0,6,0,0,0,0,18,0,14,0,0
20180901,강원도,42,서울특별시,11,성북구,11290,0,22,0,4,4,0,8,3,67,10,0
20180901,강원도,42,서울특별시,11,중랑구,11260,0,8,0,0,8,0,15,0,17,4,0
20180901,강원도,42,서울특별시,11,동대문구,11230,0,8,0,0,4,0,25,0,14,6,0
20180901,강원도,42,서울특별시,11,광진구,11215,0,7,0,4,0,0,12,0,7,5,0
20180901,강원도,42,서울특별시,11,성동구,11200,0,11,0,7,0,0,14,0,12,3,0
20180901,강원도,42,서울특별시,11,용산구,11170,0,12,0,27,0,0,9,0,7,3,0
20180901,강원도,42,서울특별시,11,중구,11140,0,3,0,0,0,0,9,0,14,8,0
20180901,강원도,42,서울특별시,11,종로구,11110,0,7,0,0,0,0,14,0,6,9,0
20180901,대전광역시,30,서울특별시,11,구로구,11530,0,17,0,4,63,3,41,3,15,3,0
20180901,대전광역시,30,서울특별시,11,금천구,11545,0,15,0,11,40,3,31,3,31,16,8
20180901,대전광역시,30,서울특별시,11,영등포구,11560,0,22,0,10,40,0,28,0,13,4,3
20180901,대전광역시,30,서울특별시,11,동작구,11590,0,17,0,5,35,0,39,0,13,0,3
20180901,대전광역시,30,서울특별시,11,관악구,11620,0,21,0,5,56,0,50,0,31,14,8
20180901,대전광역시,30,서울특별시,11,서초구,11650,0,22,0,4,20,0,46,5,24,13,0
20180901,대전광역시,30,서울특별시,11,강남구,11680,3,45,5,11,34,9,79,5,39,9,5
20180901,대전광역시,30,서울특별시,11,송파구,11710,0,33,3,12,54,5,64,0,29,12,6
20180901,대전광역시,30,서울특별시,11,강동구,11740,0,12,0,0,48,0,51,0,26,3,4
20180901,울산광역시,31,서울특별시,11,종로구,11110,0,8,0,0,0,0,0,0,13,4,0
20180901,울산광역시,31,서울특별시,11,중구,11140,0,10,0,0,0,0,0,0,23,18,0
20180901,울산광역시,31,서울특별시,11,용산구,11170,0,10,0,21,9,0,0,0,6,4,0
20180901,울산광역시,31,서울특별시,11,성동구,11200,0,9,0,3,0,0,0,0,10,7,0
20180901,울산광역시,31,서울특별시,11,광진구,11215,0,10,0,0,0,0,0,0,6,3,0
20180901,울산광역시,31,서울특별시,11,동대문구,11230,0,15,0,0,4,0,7,0,17,5,3
20180901,울산광역시,31,서울특별시,11,중랑구,11260,0,9,0,0,6,0,0,0,17,0,0
20180901,울산광역시,31,서울특별시,11,성북구,11290,0,28,0,3,3,5,7,0,60,10,5
