"배송년월일","송하인_시명","송하인_시코드","수하인_시명","수하인_시코드","수하인_구명","수하인_구코드","대분류_착지물동량 가구/인테리어","대분류_착지물동량 기타","대분류_착지물동량 도서/음반","대분류_착지물동량 디지털/가전","대분류_착지물동량 생활/건강","대분류_착지물동량 스포츠/레저","대분류_착지물동량 식품","대분류_착지물동량 출산/육아","대분류_착지물동량 패션의류","대분류_착지물동량 패션잡화","대분류_착지물동량 화장품/미용"
20181101,서울특별시,11,서울특별시,11,성동구,11200,196,1372,239,944,996,171,767,174,2187,957,662
20181101,서울특별시,11,서울특별시,11,용산구,11170,213,1207,269,1335,927,145,617,103,1632,645,539
20181101,서울특별시,11,서울특별시,11,중구,11140,208,1454,279,888,992,163,610,79,1720,701,538
20181101,서울특별시,11,서울특별시,11,종로구,11110,159,1123,328,772,789,107,553,111,1207,534,419
20181101,세종특별자치시,36,서울특별시,11,강동구,11740,0,11,3,5,46,0,12,3,7,0,31
20181101,세종특별자치시,36,서울특별시,11,송파구,11710,0,15,3,4,55,0,19,7,4,6,57
20181101,세종특별자치시,36,서울특별시,11,강남구,11680,0,21,0,4,53,0,22,5,10,8,60
20181101,세종특별자치시,36,서울특별시,11,서초구,11650,0,7,0,5,50,0,17,0,7,5,48
20181101,세종특별자치시,36,서울특별시,11,관악구,11620,0,8,0,0,48,0,22,3,8,0,53
20181101,세종특별자치시,36,서울특별시,11,동작구,11590,0,8,0,0,32,0,14,0,0,0,42
20181101,세종특별자치시,36,서울특별시,11,영등포구,11560,0,9,0,5,55,0,24,0,4,3,37
20181101,세종특별자치시,36,서울특별시,11,금천구,11545,0,11,0,8,11,0,9,4,17,9,28
20181101,세종특별자치시,36,서울특별시,11,구로구,11530,0,5,3,5,39,0,12,18,3,0,45
20181101,세종특별자치시,36,서울특별시,11,강서구,11500,0,11,0,4,66,0,30,8,23,4,69
20181101,세종특별자치시,36,서울특별시,11,양천구,11470,0,6,3,0,37,0,18,4,8,0,42
20181101,세종특별자치시,36,서울특별시,11,마포구,11440,0,10,0,3,40,0,23,5,7,6,33
20181101,세종특별자치시,36,서울특별시,11,서대문구,11410,0,6,0,3,20,0,14,0,4,0,26
20181101,세종특별자치시,36,서울특별시,11,은평구,11380,0,5,0,0,41,0,21,0,13,0,33
20181101,세종특별자치시,36,서울특별시,11,노원구,11350,0,6,0,5,39,0,18,6,11,0,49
20181101,세종특별자치시,36,서울특별시,11,도봉구,11320,0,5,0,0,23,0,15,7,9,0,18
20181101,세종특별자치시,36,서울특별시,11,강북구,11305,0,0,3,0,18,0,10,0,6,0,16
20181101,세종특별자치시,36,서울특별시,11,성북구,11290,0,17,0,3,38,0,12,0,51,5,46
20181101,세종특별자치시,36,서울특별시,11,중랑구,11260,0,3,0,3,27,0,10,3,6,0,26
20181101,세종특별자치시,36,서울특별시,11,동대문구,11230,0,6,0,4,34,3,8,0,10,9,35
20181101,세종특별자치시,36,서울특별시,11,광진구,11215,0,7,0,0,44,0,11,4,4,0,38
20181101,충청남도,44,서울특별시,11,송파구,11710,62,207,12,35,140,5,411,23,218,66,137
20181101,충청남도,44,서울특별시,11,강동구,11740,31,99,9,42,109,4,277,10,131,43,81
20181101,세종특별자치시,36,서울특별시,11,성동구,11200,0,17,3,0,35,0,9,5,22,5,31
20181101,세종특별자치시,36,서울특별시,11,용산구,11170,0,9,0,13,24,0,14,3,12,3,26
20181101,세종특별자치시,36,서울특별시,11,중구,11140,0,7,0,0,14,0,9,0,18,0,20
20181101,세종특별자치시,36,서울특별시,11,종로구,11110,0,4,0,0,13,0,8,0,7,4,22
20181101,경상북도,47,서울특별시,11,강동구,11740,14,53,7,12,59,7,310,17,47,13,65
20181101,경상북도,47,서울특별시,11,송파구,11710,17,71,11,41,88,3,617,21,72,30,111
