"배송년월일","송하인_시명","송하인_시코드","수하인_시명","수하인_시코드","수하인_구명","수하인_구코드","대분류_착지물동량 가구/인테리어","대분류_착지물동량 기타","대분류_착지물동량 도서/음반","대분류_착지물동량 디지털/가전","대분류_착지물동량 생활/건강","대분류_착지물동량 스포츠/레저","대분류_착지물동량 식품","대분류_착지물동량 출산/육아","대분류_착지물동량 패션의류","대분류_착지물동량 패션잡화","대분류_착지물동량 화장품/미용"
20221001,전라북도,45,서울특별시,11,금천구,11545,0,11,0,5,10,3,23,3,56,6,16
20221001,전라북도,45,서울특별시,11,구로구,11530,0,5,5,0,11,0,24,0,12,0,3
20221001,전라북도,45,서울특별시,11,강서구,11500,0,7,7,8,9,0,20,0,35,5,6
20221001,전라북도,45,서울특별시,11,양천구,11470,0,13,4,4,0,0,18,0,11,3,3
20221001,전라북도,45,서울특별시,11,마포구,11440,0,0,0,5,7,0,18,0,13,0,0
20221001,전라북도,45,서울특별시,11,서대문구,11410,0,6,0,0,3,0,22,0,6,0,0
20221001,전라북도,45,서울특별시,11,은평구,11380,0,3,3,3,3,0,24,0,8,3,3
20221001,전라북도,45,서울특별시,11,노원구,11350,0,8,4,0,0,0,23,0,11,3,7
20221001,전라북도,45,서울특별시,11,도봉구,11320,0,0,0,0,0,0,27,0,12,4,3
20221001,전라북도,45,서울특별시,11,강북구,11305,0,7,0,0,0,0,20,0,13,4,4
20221001,전라북도,45,서울특별시,11,성북구,11290,0,29,5,3,6,0,28,4,55,14,7
20221001,전라북도,45,서울특별시,11,중랑구,11260,0,15,6,0,9,3,21,0,24,5,3
20221001,전라북도,45,서울특별시,11,동대문구,11230,0,7,0,3,3,0,16,3,51,6,0
20221001,전라북도,45,서울특별시,11,광진구,11215,0,8,5,3,9,0,22,0,13,0,4
20221001,전라북도,45,서울특별시,11,성동구,11200,0,9,8,3,0,0,33,0,54,33,4
20221001,전라북도,45,서울특별시,11,용산구,11170,0,6,0,23,5,0,14,0,13,0,0
20221001,전라북도,45,서울특별시,11,중구,11140,0,14,0,3,0,0,8,0,30,0,0
20221001,전라북도,45,서울특별시,11,종로구,11110,0,4,0,0,4,0,8,0,22,6,4
20221001,전라남도,46,서울특별시,11,종로구,11110,0,0,0,0,4,0,7,0,21,8,0
20221001,전라남도,46,서울특별시,11,중구,11140,0,17,0,0,6,0,7,0,19,4,0
20221001,전라남도,46,서울특별시,11,용산구,11170,0,3,0,9,4,0,11,0,10,0,0
20221001,전라남도,46,서울특별시,11,성동구,11200,0,15,5,0,5,0,15,0,34,45,0
20221001,전라남도,46,서울특별시,11,광진구,11215,0,6,0,3,8,0,11,0,6,4,0
20221001,전라남도,46,서울특별시,11,동대문구,11230,0,11,0,0,7,0,11,0,31,5,0
20221001,전라남도,46,서울특별시,11,중랑구,11260,0,8,0,0,5,4,13,0,20,8,3
20221001,전라남도,46,서울특별시,11,성북구,11290,0,17,0,0,7,0,19,0,45,10,0
20221001,전라남도,46,서울특별시,11,강북구,11305,0,4,0,0,0,0,10,0,11,3,0
20221001,전라남도,46,서울특별시,11,도봉구,11320,0,0,4,0,3,0,12,0,12,0,0
