"배송년월일","송하인_시명","송하인_시코드","수하인_시명","수하인_시코드","수하인_구명","수하인_구코드","대분류_착지물동량 가구/인테리어","대분류_착지물동량 기타","대분류_착지물동량 도서/음반","대분류_착지물동량 디지털/가전","대분류_착지물동량 생활/건강","대분류_착지물동량 스포츠/레저","대분류_착지물동량 식품","대분류_착지물동량 출산/육아","대분류_착지물동량 패션의류","대분류_착지물동량 패션잡화","대분류_착지물동량 화장품/미용"
20230701,서울특별시,11,서울특별시,11,강동구,11740,21,136,39,33,52,10,26,6,245,76,22
20230701,대구광역시,27,서울특별시,11,구로구,11530,0,17,4,11,20,4,15,0,37,6,5
20230701,대구광역시,27,서울특별시,11,강서구,11500,5,49,5,10,45,4,20,3,69,16,0
20230701,대구광역시,27,서울특별시,11,양천구,11470,0,12,7,5,10,6,13,0,23,5,0
20230701,대구광역시,27,서울특별시,11,마포구,11440,3,17,6,10,33,7,19,7,33,6,3
20230701,대구광역시,27,서울특별시,11,서대문구,11410,0,25,6,4,22,3,17,4,31,9,3
20230701,대구광역시,27,서울특별시,11,은평구,11380,3,12,3,0,22,6,21,5,23,12,0
20230701,대구광역시,27,서울특별시,11,노원구,11350,0,25,0,5,21,4,17,3,37,12,5
20230701,대구광역시,27,서울특별시,11,도봉구,11320,3,15,0,6,17,4,4,0,27,4,0
20230701,대구광역시,27,서울특별시,11,강북구,11305,0,8,0,0,13,3,10,0,37,7,0
20230701,대구광역시,27,서울특별시,11,성북구,11290,3,44,4,5,30,0,13,0,77,7,6
20230701,대구광역시,27,서울특별시,11,중랑구,11260,0,29,0,7,16,0,21,6,51,8,3
20230701,대구광역시,27,서울특별시,11,동대문구,11230,0,23,3,7,25,4,10,0,43,10,0
20230701,대구광역시,27,서울특별시,11,광진구,11215,0,18,4,8,37,0,17,7,11,8,0
20230701,대구광역시,27,서울특별시,11,성동구,11200,0,50,14,7,14,0,19,0,123,46,0
20230701,대구광역시,27,서울특별시,11,용산구,11170,0,16,3,33,33,0,12,0,27,4,4
20230701,대구광역시,27,서울특별시,11,중구,11140,0,26,4,5,13,4,15,0,59,23,3
20230701,대구광역시,27,서울특별시,11,종로구,11110,0,20,0,4,16,4,10,0,34,17,3
20230701,인천광역시,28,서울특별시,11,종로구,11110,13,47,6,20,55,10,74,10,104,130,30
20230701,인천광역시,28,서울특별시,11,중구,11140,9,88,12,22,30,19,94,8,180,165,44
20230701,인천광역시,28,서울특별시,11,용산구,11170,7,66,13,66,60,23,125,9,145,177,43
20230701,인천광역시,28,서울특별시,11,성동구,11200,6,108,18,40,60,20,119,9,289,253,42
20230701,인천광역시,28,서울특별시,11,광진구,11215,13,91,13,41,57,20,142,11,181,233,36
20230701,인천광역시,28,서울특별시,11,동대문구,11230,14,109,11,27,56,29,130,12,202,244,34
20230701,인천광역시,28,서울특별시,11,중랑구,11260,6,98,13,32,36,28,96,12,212,230,25
20230701,인천광역시,28,서울특별시,11,성북구,11290,12,144,16,42,57,39,156,19,269,298,42
20230701,인천광역시,28,서울특별시,11,강북구,11305,4,53,12,22,29,24,84,10,162,126,21
20230701,인천광역시,28,서울특별시,11,도봉구,11320,4,68,6,31,39,23,85,12,112,160,28
20230701,인천광역시,28,서울특별시,11,노원구,11350,12,105,12,56,71,36,143,21,191,263,52
20230701,인천광역시,28,서울특별시,11,은평구,11380,7,86,9,40,61,25,136,14,232,245,42
20230701,인천광역시,28,서울특별시,11,서대문구,11410,7,76,13,37,55,29,134,11,147,170,37
20230701,인천광역시,28,서울특별시,11,마포구,11440,8,124,16,59,77,26,189,17,254,370,82
20230701,인천광역시,28,서울특별시,11,양천구,11470,12,79,15,34,64,23,118,9,173,250,60
20230701,인천광역시,28,서울특별시,11,강서구,11500,11,156,23,66,104,48,242,19,329,361,60
20230701,인천광역시,28,서울특별시,11,구로구,11530,15,102,16,39,59,33,115,11,212,246,39
20230701,인천광역시,28,서울특별시,11,금천구,11545,11,70,14,27,44,18,79,7,178,156,30
20230701,인천광역시,28,서울특별시,11,영등포구,11560,12,114,24,43,61,33,181,17,196,299,40
20230701,인천광역시,28,서울특별시,11,동작구,11590,13,98,19,33,53,28,140,13,168,224,44
20230701,인천광역시,28,서울특별시,11,관악구,11620,12,106,20,44,64,33,212,16,261,257,67
20230701,인천광역시,28,서울특별시,11,서초구,11650,12,131,18,62,88,38,221,20,228,299,63
20230701,인천광역시,28,서울특별시,11,강남구,11680,23,293,25,74,143,50,307,22,404,455,95
20230701,인천광역시,28,서울특별시,11,송파구,11710,17,161,21,76,112,43,296,22,296,471,85
20230701,인천광역시,28,서울특별시,11,강동구,11740,15,120,16,48,67,40,163,16,183,260,54
